14.6898,14.6898,0,-9.66262,0.363904,0,0,0
14.6898,14.6916,0.172376,-9.70092,0.335175,0.43,0.12,-0.37
14.6898,14.6916,0.105341,-9.63389,0.354328,0.49,0.24,-0.37
14.6898,14.6898,0.0574586,-9.61473,0.354328,0.61,0.18,-0.43
14.6898,14.6898,0.143646,-9.7488,0.440516,0.37,0.12,-0.37
14.6898,14.6898,0.105341,-9.68177,0.53628,0.24,0,-0.18
14.6935,14.6898,0.0766114,-9.69135,0.612891,0.3,0.06,-0.3
14.6898,14.6898,0.0478821,-9.64346,0.411786,0.37,0.12,-0.43
14.6898,14.6916,0.067035,-9.63389,0.411786,0.3,0.18,-0.18
14.6898,14.6916,0.114917,-9.62431,0.373481,0.37,0.06,-0.37
14.6898,14.6916,0.0383057,-9.65304,0.383057,0.43,0.3,-0.43
14.6898,14.6916,0.13407,-9.64346,0.335175,0.24,0.3,-0.43
14.6898,14.6898,0.0478821,-9.69135,0.40221,0.43,0.37,-0.37
14.6898,14.6916,0.143646,-9.70092,0.325599,0.43,0.3,-0.3
14.6898,14.6916,0.143646,-9.61473,0.316022,0.37,0.24,-0.3
14.6898,14.6898,0.0766114,-9.69135,0.363904,0.55,0.3,-0.24
14.6898,14.6825,0.0383057,-9.64346,0.287293,0.49,0.43,-0.49
14.6898,14.6825,0.0766114,-9.59558,0.421363,0.24,0.18,-0.43
14.6898,14.6825,0.0766114,-9.73923,0.373481,0.43,0.18,-0.24
14.6898,14.6825,0.181952,-9.76796,0.392634,0.37,0.12,-0.24
14.6898,14.6861,0.201105,-9.63389,0.363904,0.43,0.3,-0.49
14.6898,14.6898,0.124494,-9.62431,0.354328,0.43,0.18,-0.3
14.6898,14.6916,0.0478821,-9.65304,0.430939,0.49,0.3,-0.18
14.6898,14.6861,0.067035,-9.65304,0.239411,0.49,0.24,-0.24
14.6898,14.6916,0.0957643,-9.72965,0.277716,0.3,0.12,-0.37
14.6898,14.6861,0.13407,-9.61473,0.517127,0.3,0.12,-0.49
14.6898,14.6825,0.114917,-9.62431,0.450092,0.43,0.18,-0.24
14.6898,14.6898,0.153223,-9.62431,0.306446,0.55,0.24,-0.37
14.6898,14.6861,0.124494,-9.57643,0.440516,0.43,0.18,-0.43
14.6898,14.6953,0.0574586,-9.59558,0.440516,0.49,0.24,-0.24
14.6898,14.6953,0.0287293,-9.60516,0.440516,0.43,0.37,-0.3
14.6898,14.6916,0.124494,-9.61473,0.488398,0.3,0.3,-0.3
14.6898,14.6898,0.0478821,-9.64346,0.306446,0.3,0.18,-0.43
14.6898,14.6916,0.143646,-9.69135,0.373481,0.43,0.43,-0.37
14.6898,14.6898,0.0957643,-9.73923,0.354328,0.55,0.43,-0.3
14.6898,14.6916,0.0957643,-9.57643,0.526704,0.43,0.24,-0.37
14.6898,14.6898,0.0766114,-9.66262,0.430939,0.24,0.18,-0.37
14.688,14.6953,0.067035,-9.7105,0.430939,0.43,0.12,-0.37
14.6898,14.6953,0.067035,-9.69135,0.40221,0.55,0.12,-0.3
